Logger,Date,Time,D,Day,PAR,Temperature
A,11/11/2021, 20:00:00,36,35.5,0,11.8
A,11/11/2021, 20:10:00,36,35.50694444,0,11.8
A,11/11/2021, 20:20:00,36,35.51388889,0,11.8
A,11/11/2021, 20:30:00,36,35.52083333,0,11.8
A,11/11/2021, 20:40:00,36,35.52777778,0,11.7
A,11/11/2021, 20:50:00,36,35.53472222,0,11.7
A,11/11/2021, 21:00:00,36,35.54166667,0,11.7
A,11/11/2021, 21:10:00,36,35.54861111,0,11.7
A,11/11/2021, 21:20:00,36,35.55555556,0,11.7
A,11/11/2021, 21:30:00,36,35.5625,0,11.7
A,11/11/2021, 21:40:00,36,35.56944444,0,11.7
A,11/11/2021, 21:50:00,36,35.57638889,0,11.7
A,11/11/2021, 22:00:00,36,35.58333333,0,11.7
A,11/11/2021, 22:10:00,36,35.59027778,0,11.7
A,11/11/2021, 22:20:00,36,35.59722222,0,11.7
A,11/11/2021, 22:30:00,36,35.60416667,0,11.7
A,11/11/2021, 22:40:00,36,35.61111111,0,11.7
A,11/11/2021, 22:50:00,36,35.61805556,0,11.7
A,11/11/2021, 23:00:00,36,35.625,0,11.7
A,11/11/2021, 23:10:00,36,35.63194444,0,11.7
A,11/11/2021, 23:20:00,36,35.63888889,0,11.7
A,11/11/2021, 23:30:00,36,35.64583333,0,11.7
A,11/11/2021, 23:40:00,36,35.65277778,0,11.7
A,11/11/2021, 23:50:00,36,35.65972222,0,11.7
A,11/11/2021, 24:00:00,36,35.66666667,0,11.7
A,12/11/2021, 00:10:00,36,35.67361111,0,11.6
A,12/11/2021, 00:20:00,36,35.68055556,0,11.6
A,12/11/2021, 00:30:00,36,35.6875,0,11.6
A,12/11/2021, 00:40:00,36,35.69444444,0,11.6
A,12/11/2021, 00:50:00,36,35.70138889,0,11.6
A,12/11/2021, 01:00:00,36,35.70833333,0,11.6
A,12/11/2021, 01:10:00,36,35.71527778,0,11.6
A,12/11/2021, 01:20:00,36,35.72222222,0,11.6
A,12/11/2021, 01:30:00,36,35.72916667,0,11.6
A,12/11/2021, 01:40:00,36,35.73611111,0,11.5
A,12/11/2021, 01:50:00,36,35.74305556,0,11.5
A,12/11/2021, 02:00:00,36,35.75,0,11.4
A,12/11/2021, 02:10:00,36,35.75694444,0,11.4
A,12/11/2021, 02:20:00,36,35.76388889,0,11.5
A,12/11/2021, 02:30:00,36,35.77083333,0,11.5
A,12/11/2021, 02:40:00,36,35.77777778,0,11.5
A,12/11/2021, 02:50:00,36,35.78472222,0,11.5
A,12/11/2021, 03:00:00,36,35.79166667,0,11.6
A,12/11/2021, 03:10:00,36,35.79861111,0,11.6
A,12/11/2021, 03:20:00,36,35.80555556,0,11.6
A,12/11/2021, 03:30:00,36,35.8125,0,11.6
A,12/11/2021, 03:40:00,36,35.81944444,0,11.6
A,12/11/2021, 03:50:00,36,35.82638889,0,11.6
A,12/11/2021, 04:00:00,36,35.83333333,0,11.7
A,12/11/2021, 04:10:00,36,35.84027778,0,11.7
A,12/11/2021, 04:20:00,36,35.84722222,0,11.7
A,12/11/2021, 04:30:00,36,35.85416667,0,11.7
A,12/11/2021, 04:40:00,36,35.86111111,0,11.7
A,12/11/2021, 04:50:00,36,35.86805556,0,11.7
A,12/11/2021, 05:00:00,36,35.875,0,11.7
A,12/11/2021, 05:10:00,36,35.88194444,0,11.7
A,12/11/2021, 05:20:00,36,35.88888889,0,11.7
A,12/11/2021, 05:30:00,36,35.89583333,0,11.7
A,12/11/2021, 05:40:00,36,35.90277778,0,11.7
A,12/11/2021, 05:50:00,36,35.90972222,0,11.7
A,12/11/2021, 06:00:00,36,35.91666667,0,11.7
A,12/11/2021, 06:10:00,36,35.92361111,0,11.7
A,12/11/2021, 06:20:00,36,35.93055556,0,11.7
A,12/11/2021, 06:30:00,36,35.9375,0,11.7
A,12/11/2021, 06:40:00,36,35.94444444,0,11.7
A,12/11/2021, 06:50:00,36,35.95138889,0,11.7
A,12/11/2021, 07:00:00,36,35.95833333,0,11.6
A,12/11/2021, 07:10:00,36,35.96527778,0,11.5
A,12/11/2021, 07:20:00,36,35.97222222,0,11.5
A,12/11/2021, 07:30:00,36,35.97916667,0,11.6
A,12/11/2021, 07:40:00,36,35.98611111,0,11.6
A,12/11/2021, 07:50:00,36,35.99305556,0,11.6
A,12/11/2021, 08:00:00,36,36,0,11.6
A,12/11/2021, 08:10:00,37,36.00694444,2,11.6
A,12/11/2021, 08:20:00,37,36.01388889,3,11.6
A,12/11/2021, 08:30:00,37,36.02083333,9,11.6
A,12/11/2021, 08:40:00,37,36.02777778,7,11.6
A,12/11/2021, 08:50:00,37,36.03472222,10,11.5
A,12/11/2021, 09:00:00,37,36.04166667,15,11.5
A,12/11/2021, 09:10:00,37,36.04861111,9,11.5
A,12/11/2021, 09:20:00,37,36.05555556,15,11.5
A,12/11/2021, 09:30:00,37,36.0625,15,11.5
A,12/11/2021, 09:40:00,37,36.06944444,29,11.5
A,12/11/2021, 09:50:00,37,36.07638889,48,11.5
A,12/11/2021, 10:00:00,37,36.08333333,41,11.5
A,12/11/2021, 10:10:00,37,36.09027778,85,11.5
A,12/11/2021, 10:20:00,37,36.09722222,56,11.5
A,12/11/2021, 10:30:00,37,36.10416667,67,11.5
A,12/11/2021, 10:40:00,37,36.11111111,37,11.5
A,12/11/2021, 10:50:00,37,36.11805556,51,11.5
A,12/11/2021, 11:00:00,37,36.125,118,11.5
A,12/11/2021, 11:10:00,37,36.13194444,146,11.5
A,12/11/2021, 11:20:00,37,36.13888889,100,11.5
A,12/11/2021, 11:30:00,37,36.14583333,105,11.5
A,12/11/2021, 11:40:00,37,36.15277778,69,11.5
A,12/11/2021, 11:50:00,37,36.15972222,94,11.5
A,12/11/2021, 12:00:00,37,36.16666667,99,11.5
A,12/11/2021, 12:10:00,37,36.17361111,187,11.5
A,12/11/2021, 12:20:00,37,36.18055556,240,11.5
A,12/11/2021, 12:30:00,37,36.1875,196,11.5
A,12/11/2021, 12:40:00,37,36.19444444,121,11.5
A,12/11/2021, 12:50:00,37,36.20138889,60,11.5
A,12/11/2021, 13:00:00,37,36.20833333,164,11.5
A,12/11/2021, 13:10:00,37,36.21527778,945,11.5
A,12/11/2021, 13:20:00,37,36.22222222,265,11.6
A,12/11/2021, 13:30:00,37,36.22916667,371,11.6
A,12/11/2021, 13:40:00,37,36.23611111,163,11.6
A,12/11/2021, 13:50:00,37,36.24305556,30,11.5
A,12/11/2021, 14:00:00,37,36.25,30,11.5
A,12/11/2021, 14:10:00,37,36.25694444,49,11.5
A,12/11/2021, 14:20:00,37,36.26388889,66,11.5
A,12/11/2021, 14:30:00,37,36.27083333,157,11.5
A,12/11/2021, 14:40:00,37,36.27777778,101,11.5
A,12/11/2021, 14:50:00,37,36.28472222,139,11.5
A,12/11/2021, 15:00:00,37,36.29166667,83,11.5
A,12/11/2021, 15:10:00,37,36.29861111,70,11.5
A,12/11/2021, 15:20:00,37,36.30555556,60,11.5
A,12/11/2021, 15:30:00,37,36.3125,48,11.6
A,12/11/2021, 15:40:00,37,36.31944444,33,11.6
A,12/11/2021, 15:50:00,37,36.32638889,21,11.6
A,12/11/2021, 16:00:00,37,36.33333333,20,11.6
A,12/11/2021, 16:10:00,37,36.34027778,12,11.6
A,12/11/2021, 16:20:00,37,36.34722222,5,11.6
A,12/11/2021, 16:30:00,37,36.35416667,4,11.6
A,12/11/2021, 16:40:00,37,36.36111111,1,11.6
A,12/11/2021, 16:50:00,37,36.36805556,1,11.6
A,12/11/2021, 17:00:00,37,36.375,0,11.6
A,12/11/2021, 17:10:00,37,36.38194444,0,11.6
A,12/11/2021, 17:20:00,37,36.38888889,0,11.6
A,12/11/2021, 17:30:00,37,36.39583333,0,11.6
A,12/11/2021, 17:40:00,37,36.40277778,0,11.6
A,12/11/2021, 17:50:00,37,36.40972222,0,11.6
A,12/11/2021, 18:00:00,37,36.41666667,0,11.6
A,12/11/2021, 18:10:00,37,36.42361111,0,11.6
A,12/11/2021, 18:20:00,37,36.43055556,0,11.6
A,12/11/2021, 18:30:00,37,36.4375,0,11.6
A,12/11/2021, 18:40:00,37,36.44444444,0,11.6
A,12/11/2021, 18:50:00,37,36.45138889,0,11.6
A,12/11/2021, 19:00:00,37,36.45833333,0,11.6
A,12/11/2021, 19:10:00,37,36.46527778,0,11.5
A,12/11/2021, 19:20:00,37,36.47222222,0,11.5
A,12/11/2021, 19:30:00,37,36.47916667,0,11.5
A,12/11/2021, 19:40:00,37,36.48611111,0,11.6
A,12/11/2021, 19:50:00,37,36.49305556,0,11.6
A,12/11/2021, 20:00:00,37,36.5,0,11.6
A,12/11/2021, 20:10:00,37,36.50694444,0,11.6
A,12/11/2021, 20:20:00,37,36.51388889,0,11.6
A,12/11/2021, 20:30:00,37,36.52083333,0,11.6
A,12/11/2021, 20:40:00,37,36.52777778,0,11.6
A,12/11/2021, 20:50:00,37,36.53472222,0,11.6
A,12/11/2021, 21:00:00,37,36.54166667,0,11.5
A,12/11/2021, 21:10:00,37,36.54861111,0,11.5
A,12/11/2021, 21:20:00,37,36.55555556,0,11.5
A,12/11/2021, 21:30:00,37,36.5625,0,11.5
A,12/11/2021, 21:40:00,37,36.56944444,0,11.5
A,12/11/2021, 21:50:00,37,36.57638889,0,11.5
A,12/11/2021, 22:00:00,37,36.58333333,0,11.5
A,12/11/2021, 22:10:00,37,36.59027778,0,11.5
A,12/11/2021, 22:20:00,37,36.59722222,0,11.5
A,12/11/2021, 22:30:00,37,36.60416667,0,11.5
A,12/11/2021, 22:40:00,37,36.61111111,0,11.5
A,12/11/2021, 22:50:00,37,36.61805556,0,11.5
A,12/11/2021, 23:00:00,37,36.625,0,11.5
A,12/11/2021, 23:10:00,37,36.63194444,0,11.4
A,12/11/2021, 23:20:00,37,36.63888889,0,11.4
A,12/11/2021, 23:30:00,37,36.64583333,0,11.4
A,12/11/2021, 23:40:00,37,36.65277778,0,11.4
A,12/11/2021, 23:50:00,37,36.65972222,0,11.4
A,12/11/2021, 24:00:00,37,36.66666667,0,11.4
A,13/11/2021, 00:10:00,37,36.67361111,0,11.4
A,13/11/2021, 00:20:00,37,36.68055556,0,11.4
A,13/11/2021, 00:30:00,37,36.6875,0,11.4
A,13/11/2021, 00:40:00,37,36.69444444,0,11.4
A,13/11/2021, 00:50:00,37,36.70138889,0,11.4
A,13/11/2021, 01:00:00,37,36.70833333,0,11.3
A,13/11/2021, 01:10:00,37,36.71527778,0,11.3
A,13/11/2021, 01:20:00,37,36.72222222,0,11.3
A,13/11/2021, 01:30:00,37,36.72916667,0,11.2
A,13/11/2021, 01:40:00,37,36.73611111,0,11.2
A,13/11/2021, 01:50:00,37,36.74305556,0,11.2
A,13/11/2021, 02:00:00,37,36.75,0,11.1
A,13/11/2021, 02:10:00,37,36.75694444,0,11.2
A,13/11/2021, 02:20:00,37,36.76388889,0,11.3
A,13/11/2021, 02:30:00,37,36.77083333,0,11.3
A,13/11/2021, 02:40:00,37,36.77777778,0,11.3
A,13/11/2021, 02:50:00,37,36.78472222,0,11.4
A,13/11/2021, 03:00:00,37,36.79166667,0,11.4
A,13/11/2021, 03:10:00,37,36.79861111,0,11.4
A,13/11/2021, 03:20:00,37,36.80555556,0,11.4
A,13/11/2021, 03:30:00,37,36.8125,0,11.4
A,13/11/2021, 03:40:00,37,36.81944444,0,11.3
A,13/11/2021, 03:50:00,37,36.82638889,0,11.3
A,13/11/2021, 04:00:00,37,36.83333333,0,11.4
A,13/11/2021, 04:10:00,37,36.84027778,0,11.4
A,13/11/2021, 04:20:00,37,36.84722222,0,11.3
A,13/11/2021, 04:30:00,37,36.85416667,0,11.4
A,13/11/2021, 04:40:00,37,36.86111111,0,11.4
A,13/11/2021, 04:50:00,37,36.86805556,0,11.4
A,13/11/2021, 05:00:00,37,36.875,0,11.4
A,13/11/2021, 05:10:00,37,36.88194444,0,11.4
A,13/11/2021, 05:20:00,37,36.88888889,0,11.5
A,13/11/2021, 05:30:00,37,36.89583333,0,11.5
A,13/11/2021, 05:40:00,37,36.90277778,0,11.5
A,13/11/2021, 05:50:00,37,36.90972222,0,11.5
A,13/11/2021, 06:00:00,37,36.91666667,0,11.5
A,13/11/2021, 06:10:00,37,36.92361111,0,11.5
A,13/11/2021, 06:20:00,37,36.93055556,0,11.5
A,13/11/2021, 06:30:00,37,36.9375,0,11.6
A,13/11/2021, 06:40:00,37,36.94444444,0,11.6
A,13/11/2021, 06:50:00,37,36.95138889,0,11.6
A,13/11/2021, 07:00:00,37,36.95833333,0,11.6
A,13/11/2021, 07:10:00,37,36.96527778,0,11.6
A,13/11/2021, 07:20:00,37,36.97222222,0,11.6
A,13/11/2021, 07:30:00,37,36.97916667,0,11.6
A,13/11/2021, 07:40:00,37,36.98611111,0,11.6
A,13/11/2021, 07:50:00,37,36.99305556,0,11.6
A,13/11/2021, 08:00:00,37,37,4,11.6
A,13/11/2021, 08:10:00,38,37.00694444,7,11.6
A,13/11/2021, 08:20:00,38,37.01388889,9,11.6
A,13/11/2021, 08:30:00,38,37.02083333,2,11.6
A,13/11/2021, 08:40:00,38,37.02777778,8,11.4
A,13/11/2021, 08:50:00,38,37.03472222,8,11.4
A,13/11/2021, 09:00:00,38,37.04166667,5,11.5
A,13/11/2021, 09:10:00,38,37.04861111,13,11.6
A,13/11/2021, 09:20:00,38,37.05555556,18,11.6
A,13/11/2021, 09:30:00,38,37.0625,18,11.6
A,13/11/2021, 09:40:00,38,37.06944444,25,11.6
A,13/11/2021, 09:50:00,38,37.07638889,29,11.6
A,13/11/2021, 10:00:00,38,37.08333333,41,11.6
A,13/11/2021, 10:10:00,38,37.09027778,38,11.6
A,13/11/2021, 10:20:00,38,37.09722222,52,11.5
A,13/11/2021, 10:30:00,38,37.10416667,65,11.5
A,13/11/2021, 10:40:00,38,37.11111111,74,11.5
A,13/11/2021, 10:50:00,38,37.11805556,71,11.5
A,13/11/2021, 11:00:00,38,37.125,84,11.4
A,13/11/2021, 11:10:00,38,37.13194444,94,11.4
A,13/11/2021, 11:20:00,38,37.13888889,85,11.5
A,13/11/2021, 11:30:00,38,37.14583333,77,11.5
A,13/11/2021, 11:40:00,38,37.15277778,59,11.5
A,13/11/2021, 11:50:00,38,37.15972222,55,11.5
A,13/11/2021, 12:00:00,38,37.16666667,80,11.5
A,13/11/2021, 12:10:00,38,37.17361111,95,11.5
A,13/11/2021, 12:20:00,38,37.18055556,131,11.5
A,13/11/2021, 12:30:00,38,37.1875,144,11.5
A,13/11/2021, 12:40:00,38,37.19444444,159,11.5
A,13/11/2021, 12:50:00,38,37.20138889,115,11.5
A,13/11/2021, 13:00:00,38,37.20833333,161,11.5
A,13/11/2021, 13:10:00,38,37.21527778,75,11.5
A,13/11/2021, 13:20:00,38,37.22222222,21,11.5
A,13/11/2021, 13:30:00,38,37.22916667,39,11.5
A,13/11/2021, 13:40:00,38,37.23611111,67,11.5
A,13/11/2021, 13:50:00,38,37.24305556,70,11.5
A,13/11/2021, 14:00:00,38,37.25,86,11.5
A,13/11/2021, 14:10:00,38,37.25694444,73,11.5
A,13/11/2021, 14:20:00,38,37.26388889,18,11.5
A,13/11/2021, 14:30:00,38,37.27083333,5,11.5
A,13/11/2021, 14:40:00,38,37.27777778,12,11.5
A,13/11/2021, 14:50:00,38,37.28472222,7,11.5
A,13/11/2021, 15:00:00,38,37.29166667,6,11.5
A,13/11/2021, 15:10:00,38,37.29861111,18,11.5
A,13/11/2021, 15:20:00,38,37.30555556,41,11.5
A,13/11/2021, 15:30:00,38,37.3125,70,11.4
A,13/11/2021, 15:40:00,38,37.31944444,44,11.4
A,13/11/2021, 15:50:00,38,37.32638889,12,11.4
A,13/11/2021, 16:00:00,38,37.33333333,1,11.4
A,13/11/2021, 16:10:00,38,37.34027778,1,11.4
A,13/11/2021, 16:20:00,38,37.34722222,1,11.4
A,13/11/2021, 16:30:00,38,37.35416667,2,11.4
A,13/11/2021, 16:40:00,38,37.36111111,2,11.4
A,13/11/2021, 16:50:00,38,37.36805556,1,11.4
A,13/11/2021, 17:00:00,38,37.375,0,11.5
A,13/11/2021, 17:10:00,38,37.38194444,0,11.5
A,13/11/2021, 17:20:00,38,37.38888889,0,11.5
A,13/11/2021, 17:30:00,38,37.39583333,0,11.6
A,13/11/2021, 17:40:00,38,37.40277778,0,11.5
A,13/11/2021, 17:50:00,38,37.40972222,0,11.6
A,13/11/2021, 18:00:00,38,37.41666667,0,11.6
A,13/11/2021, 18:10:00,38,37.42361111,0,11.6
A,13/11/2021, 18:20:00,38,37.43055556,0,11.6
A,13/11/2021, 18:30:00,38,37.4375,0,11.6
A,13/11/2021, 18:40:00,38,37.44444444,0,11.6
A,13/11/2021, 18:50:00,38,37.45138889,0,11.7
A,13/11/2021, 19:00:00,38,37.45833333,0,11.7
A,13/11/2021, 19:10:00,38,37.46527778,0,11.7
A,13/11/2021, 19:20:00,38,37.47222222,0,11.7
A,13/11/2021, 19:30:00,38,37.47916667,0,11.7
A,13/11/2021, 19:40:00,38,37.48611111,0,11.7
A,13/11/2021, 19:50:00,38,37.49305556,0,11.8
A,13/11/2021, 20:00:00,38,37.5,0,11.7
A,13/11/2021, 20:10:00,38,37.50694444,0,11.7
A,13/11/2021, 20:20:00,38,37.51388889,0,11.7
A,13/11/2021, 20:30:00,38,37.52083333,0,11.8
A,13/11/2021, 20:40:00,38,37.52777778,0,11.7
A,13/11/2021, 20:50:00,38,37.53472222,0,11.5
A,13/11/2021, 21:00:00,38,37.54166667,0,11.5
A,13/11/2021, 21:10:00,38,37.54861111,0,11.7
A,13/11/2021, 21:20:00,38,37.55555556,0,11.7
A,13/11/2021, 21:30:00,38,37.5625,0,11.8
A,13/11/2021, 21:40:00,38,37.56944444,0,11.8
A,13/11/2021, 21:50:00,38,37.57638889,0,11.8
A,13/11/2021, 22:00:00,38,37.58333333,0,11.8
A,13/11/2021, 22:10:00,38,37.59027778,0,11.7
A,13/11/2021, 22:20:00,38,37.59722222,0,11.6
A,13/11/2021, 22:30:00,38,37.60416667,0,11.6
A,13/11/2021, 22:40:00,38,37.61111111,0,11.6
A,13/11/2021, 22:50:00,38,37.61805556,0,11.6
A,13/11/2021, 23:00:00,38,37.625,0,11.6
A,13/11/2021, 23:10:00,38,37.63194444,0,11.6
A,13/11/2021, 23:20:00,38,37.63888889,0,11.6
A,13/11/2021, 23:30:00,38,37.64583333,0,11.6
A,13/11/2021, 23:40:00,38,37.65277778,0,11.6
A,13/11/2021, 23:50:00,38,37.65972222,0,11.5
A,13/11/2021, 24:00:00,38,37.66666667,0,11.6
A,14/11/2021, 00:10:00,38,37.67361111,0,11.5
A,14/11/2021, 00:20:00,38,37.68055556,0,11.5
A,14/11/2021, 00:30:00,38,37.6875,0,11.5
A,14/11/2021, 00:40:00,38,37.69444444,0,11.5
A,14/11/2021, 00:50:00,38,37.70138889,0,11.5
A,14/11/2021, 01:00:00,38,37.70833333,0,11.5
A,14/11/2021, 01:10:00,38,37.71527778,0,11.6
A,14/11/2021, 01:20:00,38,37.72222222,0,11.6
A,14/11/2021, 01:30:00,38,37.72916667,0,11.6
A,14/11/2021, 01:40:00,38,37.73611111,0,11.6
A,14/11/2021, 01:50:00,38,37.74305556,0,11.5
A,14/11/2021, 02:00:00,38,37.75,0,11.6
A,14/11/2021, 02:10:00,38,37.75694444,0,11.5
A,14/11/2021, 02:20:00,38,37.76388889,0,11.5
A,14/11/2021, 02:30:00,38,37.77083333,0,11.5
A,14/11/2021, 02:40:00,38,37.77777778,0,11.5
A,14/11/2021, 02:50:00,38,37.78472222,0,11.5
A,14/11/2021, 03:00:00,38,37.79166667,0,11.5
A,14/11/2021, 03:10:00,38,37.79861111,0,11.5
A,14/11/2021, 03:20:00,38,37.80555556,0,11.5
A,14/11/2021, 03:30:00,38,37.8125,0,11.5
A,14/11/2021, 03:40:00,38,37.81944444,0,11.5
A,14/11/2021, 03:50:00,38,37.82638889,0,11.5
A,14/11/2021, 04:00:00,38,37.83333333,0,11.5
A,14/11/2021, 04:10:00,38,37.84027778,0,11.5
A,14/11/2021, 04:20:00,38,37.84722222,0,11.5
A,14/11/2021, 04:30:00,38,37.85416667,0,11.5
A,14/11/2021, 04:40:00,38,37.86111111,0,11.5
A,14/11/2021, 04:50:00,38,37.86805556,0,11.4
A,14/11/2021, 05:00:00,38,37.875,0,11.4
A,14/11/2021, 05:10:00,38,37.88194444,0,11.5
A,14/11/2021, 05:20:00,38,37.88888889,0,11.5
A,14/11/2021, 05:30:00,38,37.89583333,0,11.5
A,14/11/2021, 05:40:00,38,37.90277778,0,11.5
A,14/11/2021, 05:50:00,38,37.90972222,0,11.5
A,14/11/2021, 06:00:00,38,37.91666667,0,11.6
A,14/11/2021, 06:10:00,38,37.92361111,0,11.6
A,14/11/2021, 06:20:00,38,37.93055556,0,11.6
A,14/11/2021, 06:30:00,38,37.9375,0,11.7
A,14/11/2021, 06:40:00,38,37.94444444,0,11.7
A,14/11/2021, 06:50:00,38,37.95138889,0,11.7
A,14/11/2021, 07:00:00,38,37.95833333,0,11.7
A,14/11/2021, 07:10:00,38,37.96527778,0,11.7
A,14/11/2021, 07:20:00,38,37.97222222,0,11.8
A,14/11/2021, 07:30:00,38,37.97916667,0,11.8
A,14/11/2021, 07:40:00,38,37.98611111,0,11.8
A,14/11/2021, 07:50:00,38,37.99305556,1,11.8
A,14/11/2021, 08:00:00,38,38,1,11.8
A,14/11/2021, 08:10:00,39,38.00694444,3,11.8
A,14/11/2021, 08:20:00,39,38.01388889,5,11.8
A,14/11/2021, 08:30:00,39,38.02083333,7,11.8
A,14/11/2021, 08:40:00,39,38.02777778,8,11.8
A,14/11/2021, 08:50:00,39,38.03472222,6,11.8
A,14/11/2021, 09:00:00,39,38.04166667,11,11.8
A,14/11/2021, 09:10:00,39,38.04861111,6,11.8
A,14/11/2021, 09:20:00,39,38.05555556,24,11.8
A,14/11/2021, 09:30:00,39,38.0625,28,11.8
A,14/11/2021, 09:40:00,39,38.06944444,34,11.7
A,14/11/2021, 09:50:00,39,38.07638889,6,11.6
A,14/11/2021, 10:00:00,39,38.08333333,2,11.7
A,14/11/2021, 10:10:00,39,38.09027778,7,11.8
A,14/11/2021, 10:20:00,39,38.09722222,31,11.8
A,14/11/2021, 10:30:00,39,38.10416667,43,11.8
A,14/11/2021, 10:40:00,39,38.11111111,56,11.9
A,14/11/2021, 10:50:00,39,38.11805556,51,11.9
A,14/11/2021, 11:00:00,39,38.125,67,11.8
A,14/11/2021, 11:10:00,39,38.13194444,66,11.8
A,14/11/2021, 11:20:00,39,38.13888889,51,11.7
A,14/11/2021, 11:30:00,39,38.14583333,41,11.7
A,14/11/2021, 11:40:00,39,38.15277778,69,11.7
A,14/11/2021, 11:50:00,39,38.15972222,78,11.7
A,14/11/2021, 12:00:00,39,38.16666667,53,11.6
A,14/11/2021, 12:10:00,39,38.17361111,45,11.7
A,14/11/2021, 12:20:00,39,38.18055556,39,11.7
A,14/11/2021, 12:30:00,39,38.1875,53,11.7
A,14/11/2021, 12:40:00,39,38.19444444,65,11.7
A,14/11/2021, 12:50:00,39,38.20138889,78,11.7
A,14/11/2021, 13:00:00,39,38.20833333,57,11.7
A,14/11/2021, 13:10:00,39,38.21527778,54,11.7
A,14/11/2021, 13:20:00,39,38.22222222,59,11.6
A,14/11/2021, 13:30:00,39,38.22916667,42,11.6
A,14/11/2021, 13:40:00,39,38.23611111,59,11.6
A,14/11/2021, 13:50:00,39,38.24305556,35,11.6
A,14/11/2021, 14:00:00,39,38.25,25,11.6
A,14/11/2021, 14:10:00,39,38.25694444,12,11.6
A,14/11/2021, 14:20:00,39,38.26388889,13,11.6
A,14/11/2021, 14:30:00,39,38.27083333,5,11.6
A,14/11/2021, 14:40:00,39,38.27777778,19,11.6
A,14/11/2021, 14:50:00,39,38.28472222,18,11.6
A,14/11/2021, 15:00:00,39,38.29166667,35,11.6
A,14/11/2021, 15:10:00,39,38.29861111,14,11.6
A,14/11/2021, 15:20:00,39,38.30555556,12,11.6
A,14/11/2021, 15:30:00,39,38.3125,12,11.6
A,14/11/2021, 15:40:00,39,38.31944444,32,11.6
A,14/11/2021, 15:50:00,39,38.32638889,17,11.6
A,14/11/2021, 16:00:00,39,38.33333333,34,11.6
A,14/11/2021, 16:10:00,39,38.34027778,17,11.6
A,14/11/2021, 16:20:00,39,38.34722222,7,11.6
A,14/11/2021, 16:30:00,39,38.35416667,3,11.6
A,14/11/2021, 16:40:00,39,38.36111111,1,11.6
A,14/11/2021, 16:50:00,39,38.36805556,0,11.6
A,14/11/2021, 17:00:00,39,38.375,0,11.6
A,14/11/2021, 17:10:00,39,38.38194444,0,11.6
A,14/11/2021, 17:20:00,39,38.38888889,0,11.6
A,14/11/2021, 17:30:00,39,38.39583333,0,11.6
A,14/11/2021, 17:40:00,39,38.40277778,0,11.6
A,14/11/2021, 17:50:00,39,38.40972222,0,11.7
A,14/11/2021, 18:00:00,39,38.41666667,0,11.7
A,14/11/2021, 18:10:00,39,38.42361111,0,11.7
A,14/11/2021, 18:20:00,39,38.43055556,0,11.7
A,14/11/2021, 18:30:00,39,38.4375,0,11.8
A,14/11/2021, 18:40:00,39,38.44444444,0,11.8
A,14/11/2021, 18:50:00,39,38.45138889,0,11.8
A,14/11/2021, 19:00:00,39,38.45833333,0,11.8
A,14/11/2021, 19:10:00,39,38.46527778,0,11.8
A,14/11/2021, 19:20:00,39,38.47222222,0,11.8
A,14/11/2021, 19:30:00,39,38.47916667,0,11.8
A,14/11/2021, 19:40:00,39,38.48611111,0,11.8
A,14/11/2021, 19:50:00,39,38.49305556,0,11.9
A,14/11/2021, 20:00:00,39,38.5,0,11.9
A,14/11/2021, 20:10:00,39,38.50694444,0,11.9
A,14/11/2021, 20:20:00,39,38.51388889,0,11.9
A,14/11/2021, 20:30:00,39,38.52083333,0,11.9
A,14/11/2021, 20:40:00,39,38.52777778,0,11.9
A,14/11/2021, 20:50:00,39,38.53472222,0,11.8
A,14/11/2021, 21:00:00,39,38.54166667,0,11.9
A,14/11/2021, 21:10:00,39,38.54861111,0,11.9
A,14/11/2021, 21:20:00,39,38.55555556,0,11.9
A,14/11/2021, 21:30:00,39,38.5625,0,11.9
A,14/11/2021, 21:40:00,39,38.56944444,0,11.8
A,14/11/2021, 21:50:00,39,38.57638889,0,11.8
A,14/11/2021, 22:00:00,39,38.58333333,0,11.8
A,14/11/2021, 22:10:00,39,38.59027778,0,11.9
A,14/11/2021, 22:20:00,39,38.59722222,0,11.9
A,14/11/2021, 22:30:00,39,38.60416667,0,11.9
A,14/11/2021, 22:40:00,39,38.61111111,0,11.9
A,14/11/2021, 22:50:00,39,38.61805556,0,11.8
A,14/11/2021, 23:00:00,39,38.625,0,11.8
A,14/11/2021, 23:10:00,39,38.63194444,0,11.8
A,14/11/2021, 23:20:00,39,38.63888889,0,11.7
A,14/11/2021, 23:30:00,39,38.64583333,0,11.7
A,14/11/2021, 23:40:00,39,38.65277778,0,11.7
A,14/11/2021, 23:50:00,39,38.65972222,0,11.7
A,14/11/2021, 24:00:00,39,38.66666667,0,11.7
A,15/11/2021, 00:10:00,39,38.67361111,0,11.7
A,15/11/2021, 00:20:00,39,38.68055556,0,11.7
A,15/11/2021, 00:30:00,39,38.6875,0,11.7
A,15/11/2021, 00:40:00,39,38.69444444,0,11.7
A,15/11/2021, 00:50:00,39,38.70138889,0,11.6
A,15/11/2021, 01:00:00,39,38.70833333,0,11.6
A,15/11/2021, 01:10:00,39,38.71527778,0,11.7
A,15/11/2021, 01:20:00,39,38.72222222,0,11.7
A,15/11/2021, 01:30:00,39,38.72916667,0,11.6
A,15/11/2021, 01:40:00,39,38.73611111,0,11.7
A,15/11/2021, 01:50:00,39,38.74305556,0,11.7
